ID,Epic,Equipo,Fase,FaseNombre,Titulo,Descripcion,CriterioDeAceptacion,Estado,EsNueva,BloqueadaPor,Etiquetas
B2.11,Backend · Fase 2 — Materialización y cache,Backend,2,Materialización y cache,Filtrado por rol también en el batch,,"• Publicar un layout deja de servir el anterior en la siguiente request.
• Un panel recién materializado se ve con su frescura nueva sin esperar el TTL.
• Un rol sin permiso sobre una métrica no recibe su payload aunque conozca el panelId.",pendiente,no,,equipo:backend fase:2 estado:pendiente
B2.12,Backend · Fase 2 — Materialización y cache,Backend,2,Materialización y cache,Correr el materializador contra datos reales y verificar los seis estados,"Con el catálogo ya en Snowflake (B1.22–B1.24), correr make materialize TENANT_ID=<uuid> PERIOD=<YYYY-MM> y comprobar que la consola pinta datos del negocio y no los del fixture del seed. Es la primera vez que el camino completo se ejercita de punta a punta: vista → sync-catalog → dd_catalog_metrics → materialize → dd_panel_data → panels:batch → panel. Guía: docs/snowflake/INSTRUCCION-ALTA-TENANT.md §5, la verificación de punta a punta.","• POST /config/panels:batch devuelve AVAILABLE con valores distintos a los del fixture. Que conteste 200 no alcanza: el seed también contesta 200.
• Si llegan todos en BLOCKED, es B1.24 —las claves no caen en el registro— y no un problema de datos. Queda escrito, porque el síntoma no lo dice.
• Los seis estados se verifican contra el servicio real y no contra MSW: DEGRADED envejeciendo materialized_at en la base, BLOCKED pidiendo un período sin materializar, FORBIDDEN con el rol planner, ERROR con un gauge sin maximum.
• Las nueve formas que el transformador produce se ven en pantalla al menos una vez. Las siete que no produce quedan anotadas como no alcanzables, con la razón: no es un panel roto, es una forma que el backend no materializa.
• Queda registrado contra qué commit del backend y con qué período se verificó. Un «funcionó» sin eso no se puede repetir.",pendiente,si,,equipo:backend fase:2 estado:pendiente nueva
B2.13,Backend · Fase 2 — Materialización y cache,Backend,2,Materialización y cache,Salud de feeds por fuente · de acá sale el ESTADO de cada métrica,"Exponer la salud de las fuentes de datos del tenant, que hoy no sale por ninguna ruta.","• Por fuente: identificador legible, última carga, frescura, cadencia y tolerancia. Sin vocabulario de infraestructura · §7.3.
• La frescura es el instante de materialización, nunca «ahora» · misma regla que B2.10.
• El front deriva el estado y el backend no lo manda: un estado guardado y una frescura real son dos fuentes del mismo hecho.",pendiente,si,,equipo:backend fase:2 estado:pendiente nueva bloqueada
B3.1,Backend · Fase 3 — Chat contextual,Backend,3,Chat contextual,POST /config/chat con SSE,"Body { pregunta, contextoPanel, periodo, hiloId? }, respuesta por Server-Sent Events.","• Emite los eventos en orden: pensando → fragmento → dato → sql → fin, y error en cualquier punto.
• El esquema EventoDeChat del yaml ya declara la unión; se respeta.
• Una conexión cortada por el cliente no deja la query colgada.",pendiente,no,,equipo:backend fase:3 estado:pendiente bloqueada
B3.2,Backend · Fase 3 — Chat contextual,Backend,3,Chat contextual,GET /config/chat/hilos — historial,,"• El historial es del usuario y del tenant; nunca cruza tenants.
• Un hilo guarda el contexto de panel con el que se abrió.",pendiente,no,,equipo:backend fase:3 estado:pendiente
B3.10,Backend · Fase 3 — Chat contextual,Backend,3,Chat contextual,Persistir hilos y mensajes en Postgres,,"• El historial es del usuario y del tenant; nunca cruza tenants.
• Un hilo guarda el contexto de panel con el que se abrió.",pendiente,no,,equipo:backend fase:3 estado:pendiente
B3.3,Backend · Fase 3 — Chat contextual,Backend,3,Chat contextual,Modelo AgenteTenant,"snowflakeAccount, warehouse, semanticViews[], systemPromptBase. El front solo conoce que existe un tenant; el backend resuelve el agente.","• Cada tenant puede tener semantic views, vocabulario y restricciones distintas.
• El front nunca recibe la configuración del agente ni la lista de vistas.",pendiente,no,,equipo:backend fase:3 estado:pendiente
B3.4,Backend · Fase 3 — Chat contextual,Backend,3,Chat contextual,Resolver el agente del tenant desde el JWT,"snowflakeAccount, warehouse, semanticViews[], systemPromptBase. El front solo conoce que existe un tenant; el backend resuelve el agente.","• Cada tenant puede tener semantic views, vocabulario y restricciones distintas.
• El front nunca recibe la configuración del agente ni la lista de vistas.",pendiente,no,,equipo:backend fase:3 estado:pendiente
B3.5,Backend · Fase 3 — Chat contextual,Backend,3,Chat contextual,Inyectar ContextoDePanel en el system prompt,,"• El agente recibe el contexto de la métrica: metricId, metricKey, nombre, base, fuente, capa, familia, periodo, tipo.
• No recibe el SQL del panel. El panel se ancla a un metricId, y el agente también.",pendiente,no,,equipo:backend fase:3 estado:pendiente
B3.6,Backend · Fase 3 — Chat contextual,Backend,3,Chat contextual,Consulta a Snowflake en vivo para el chat,"El chat sí puede ir en vivo: es una consulta puntual iniciada por el usuario, no un dashboard entero.","• Solo contra las semantic views aprobadas del tenant.
• Con timeout y con tope de filas declarados.",pendiente,no,,equipo:backend fase:3 estado:pendiente
B3.7,Backend · Fase 3 — Chat contextual,Backend,3,Chat contextual,Formato de eventos SSE acordado con el front (T3),,"• Cuando el agente devuelve un dato estructurado, viene con la misma unión Valor + Gobierno que un panel, para que el front lo dibuje con el mismo cuerpo. Es un solo modelo de datos, no dos.",pendiente,no,,equipo:backend fase:3 estado:pendiente
B3.8,Backend · Fase 3 — Chat contextual,Backend,3,Chat contextual,"La respuesta puede incluir { forma, datos, procedencia }",,"• Cuando el agente devuelve un dato estructurado, viene con la misma unión Valor + Gobierno que un panel, para que el front lo dibuje con el mismo cuerpo. Es un solo modelo de datos, no dos.",pendiente,no,,equipo:backend fase:3 estado:pendiente
B3.9,Backend · Fase 3 — Chat contextual,Backend,3,Chat contextual,CRUD /admin/tenants/{id}/agents,"El superadmin configura el agente de cada tenant: cuenta, warehouse, vistas semánticas permitidas y prompt base.","• Solo accesible con aud: platform.
• La credencial no se edita acá: se referencia por identificador del gestor de secretos (B0.8), y ninguna respuesta la incluye.
• Cambiar las vistas permitidas surte efecto en la siguiente pregunta, sin reiniciar el servicio.",pendiente,no,,equipo:backend fase:3 estado:pendiente bloqueada
B3.11,Backend · Fase 3 — Chat contextual,Backend,3,Chat contextual,Aplicar las migraciones de 82da946 sobre la base compartida,"Aplicar las columnas que el commit escribe, y el índice. La tabla va ARRIBA de Descripción a propósito. para-backend.py corta el bloque en ","• La consulta del mensaje sobre information_schema devuelve las nueve columnas, las tres tablas incluidas. La corremos nosotros, contra la base compartida y con fecha: el aviso de que se corrieron no alcanza para cerrarla.
• El índice único existe, o hay una razón escrita de por qué no. El código de ellos no lo crea si encuentra duplicados y lo avisa por log, así que su ausencia no es necesariamente un error.
• POST /config/chat contra el servicio con panel_context guarda el hilo, y GET /config/chat/threads lo devuelve con su panel y su período.",pendiente,si,,equipo:backend fase:3 estado:pendiente nueva bloqueada
B4.1,Backend · Fase 4 — Admin y Builder,Backend,4,Admin y Builder,GET /admin/tenants,,"• Solo accesibles con aud: platform; con token de usuario devuelven 403.
• Publicar genera versionId, sella publishedAt, registra quién publicó e invalida la cache del tenant.
• Editar nunca muta la versión publicada.",parcial,no,,equipo:backend fase:4 estado:parcial bloqueada
B4.2,Backend · Fase 4 — Admin y Builder,Backend,4,Admin y Builder,GET /admin/tenants/{id}/layouts,,"• Solo accesibles con aud: platform; con token de usuario devuelven 403.
• Publicar genera versionId, sella publishedAt, registra quién publicó e invalida la cache del tenant.
• Editar nunca muta la versión publicada.",parcial,no,,equipo:backend fase:4 estado:parcial bloqueada
B4.3,Backend · Fase 4 — Admin y Builder,Backend,4,Admin y Builder,POST /admin/tenants/{id}/layouts — crear borrador,,"• Solo accesibles con aud: platform; con token de usuario devuelven 403.
• Publicar genera versionId, sella publishedAt, registra quién publicó e invalida la cache del tenant.
• Editar nunca muta la versión publicada.",pendiente,no,,equipo:backend fase:4 estado:pendiente
B4.4,Backend · Fase 4 — Admin y Builder,Backend,4,Admin y Builder,PUT /admin/layouts/{id} — editar pestañas y paneles,,"• Solo accesibles con aud: platform; con token de usuario devuelven 403.
• Publicar genera versionId, sella publishedAt, registra quién publicó e invalida la cache del tenant.
• Editar nunca muta la versión publicada.",parcial,no,,equipo:backend fase:4 estado:parcial bloqueada
B4.5,Backend · Fase 4 — Admin y Builder,Backend,4,Admin y Builder,POST /admin/layouts/{id}/publish,,"• Solo accesibles con aud: platform; con token de usuario devuelven 403.
• Publicar genera versionId, sella publishedAt, registra quién publicó e invalida la cache del tenant.
• Editar nunca muta la versión publicada.",pendiente,no,,equipo:backend fase:4 estado:pendiente
B4.7,Backend · Fase 4 — Admin y Builder,Backend,4,Admin y Builder,GET /admin/tenants/{id}/catalog,,"• Solo accesibles con aud: platform; con token de usuario devuelven 403.
• Publicar genera versionId, sella publishedAt, registra quién publicó e invalida la cache del tenant.
• Editar nunca muta la versión publicada.",pendiente,no,,equipo:backend fase:4 estado:pendiente
B4.6,Backend · Fase 4 — Admin y Builder,Backend,4,Admin y Builder,POST /admin/layouts/{id}/validate,"La validación de composición, del lado del servidor. El front la replica para dar feedback inmediato, pero el servidor es el que decide.","• Un panel gauge sobre una métrica de forma serieTemporal no publica.
• Un kpi con colSpan 8 no publica: su rango es 3–4.
• El error dice cuál panel y por qué, en la lengua del producto: «un bloque gauge no sabe dibujar la forma serieTemporal», no «validación fallida».
• La regla dura de serieConBanda se verifica: solo gráficos con banda.",pendiente,no,,equipo:backend fase:4 estado:pendiente
B4.11,Backend · Fase 4 — Admin y Builder,Backend,4,Admin y Builder,Validar que metricId existe en el catálogo del tenant,"La validación de composición, del lado del servidor. El front la replica para dar feedback inmediato, pero el servidor es el que decide.","• Un panel gauge sobre una métrica de forma serieTemporal no publica.
• Un kpi con colSpan 8 no publica: su rango es 3–4.
• El error dice cuál panel y por qué, en la lengua del producto: «un bloque gauge no sabe dibujar la forma serieTemporal», no «validación fallida».
• La regla dura de serieConBanda se verifica: solo gráficos con banda.",pendiente,no,,equipo:backend fase:4 estado:pendiente
B4.12,Backend · Fase 4 — Admin y Builder,Backend,4,Admin y Builder,Validar que tipo es compatible con la forma de la métrica,"La validación de composición, del lado del servidor. El front la replica para dar feedback inmediato, pero el servidor es el que decide.","• Un panel gauge sobre una métrica de forma serieTemporal no publica.
• Un kpi con colSpan 8 no publica: su rango es 3–4.
• El error dice cuál panel y por qué, en la lengua del producto: «un bloque gauge no sabe dibujar la forma serieTemporal», no «validación fallida».
• La regla dura de serieConBanda se verifica: solo gráficos con banda.",pendiente,no,,equipo:backend fase:4 estado:pendiente
B4.13,Backend · Fase 4 — Admin y Builder,Backend,4,Admin y Builder,Validar rangos de colSpan / rowSpan por tipo,"La validación de composición, del lado del servidor. El front la replica para dar feedback inmediato, pero el servidor es el que decide.","• Un panel gauge sobre una métrica de forma serieTemporal no publica.
• Un kpi con colSpan 8 no publica: su rango es 3–4.
• El error dice cuál panel y por qué, en la lengua del producto: «un bloque gauge no sabe dibujar la forma serieTemporal», no «validación fallida».
• La regla dura de serieConBanda se verifica: solo gráficos con banda.",pendiente,no,,equipo:backend fase:4 estado:pendiente
B4.14,Backend · Fase 4 — Admin y Builder,Backend,4,Admin y Builder,Validar opciones de layout (maximo obligatorio en gauge),"La validación de composición, del lado del servidor. El front la replica para dar feedback inmediato, pero el servidor es el que decide.","• Un panel gauge sobre una métrica de forma serieTemporal no publica.
• Un kpi con colSpan 8 no publica: su rango es 3–4.
• El error dice cuál panel y por qué, en la lengua del producto: «un bloque gauge no sabe dibujar la forma serieTemporal», no «validación fallida».
• La regla dura de serieConBanda se verifica: solo gráficos con banda.",pendiente,no,,equipo:backend fase:4 estado:pendiente
B4.15,Backend · Fase 4 — Admin y Builder,Backend,4,Admin y Builder,Rechazar la publicación si hay paneles inválidos,"La validación de composición, del lado del servidor. El front la replica para dar feedback inmediato, pero el servidor es el que decide.","• Un panel gauge sobre una métrica de forma serieTemporal no publica.
• Un kpi con colSpan 8 no publica: su rango es 3–4.
• El error dice cuál panel y por qué, en la lengua del producto: «un bloque gauge no sabe dibujar la forma serieTemporal», no «validación fallida».
• La regla dura de serieConBanda se verifica: solo gráficos con banda.",pendiente,no,,equipo:backend fase:4 estado:pendiente
B4.8,Backend · Fase 4 — Admin y Builder,Backend,4,Admin y Builder,CRUD de roles por tenant · LO IMPLEMENTA EL FRONT · 2026-09-15,,"• Las cuatro operaciones existen bajo AdminOnlyMiddleware y responden con el envelope del servicio, no con uno nuestro.
• Borrar un rol con usuarios asignados falla con razón, no en cascada.
• hidden_metric_ids sigue siendo filtro de composición y no de permiso: el servidor verifica igual, y hay una prueba que lo demuestra pidiendo una métrica oculta directamente.
• layout_overrides escrito por el CRUD se refleja en GET /config/tabs/:tabId del rol afectado sin republicar el layout.
• El fork está rebasado sobre su rama al empezar —npm run backend-drift en verde— y se vuelve a rebasar antes de proponer el código de vuelta. Un fork escrito sobre una base vieja no se puede integrar sin rehacerlo.",parcial,no,,equipo:backend fase:4 estado:parcial
B4.9,Backend · Fase 4 — Admin y Builder,Backend,4,Admin y Builder,Preview por rol · LO IMPLEMENTA EL FRONT · 2026-09-15,,"• Bajo AdminOnlyMiddleware. Un usuario de consola que la llame recibe 403.
• Reusa GetTab, no una copia: verificable porque cambiar el filtrado en un solo lugar cambia la consola y el preview a la vez.
• Para un rol con hidden_metric_ids, el preview devuelve menos paneles que para uno sin ellos, y los layout_overrides de ese rol están aplicados.
• Un roleId de otro tenant devuelve 404 y no 403: no se revela que existe, igual que GET /config/tabs/:tabId.
• Queda escrito si el preview incluye payloads o solo el layout. Con solo el layout alcanza para «CEO vs Planner», que es lo que F4.12 pide; con payloads hay que decidir qué período usa y si un panel oculto llega como SIN_PERMISO o no llega. Decidirlo antes, no durante.",parcial,no,,equipo:backend fase:4 estado:parcial
B4.10,Backend · Fase 4 — Admin y Builder,Backend,4,Admin y Builder,Asignación de layout publicado a roles,,"• Un rol declara tabIds[], hiddenMetricIds[] y layoutOverrides opcionales.
• El preview devuelve exactamente lo que ese rol vería, resuelto por el mismo código que sirve /config/me. No una simulación aparte.",pendiente,no,,equipo:backend fase:4 estado:pendiente bloqueada
B4.16,Backend · Fase 4 — Admin y Builder,Backend,4,Admin y Builder,Declarar el gráfico en el layout,"D2 lo resolvió a favor. PanelConfigurado gana plot?: PlotId. Depende de B1.21: primero los mínimos, después el campo — elegir gráfico sin saber qué necesita cada uno es multiplicar el problema, no resolverlo.","• plot es opcional: ausente ⇒ el gráfico por defecto del tipo, que es exactamente lo que se dibuja hoy. El cambio no mueve ninguna pantalla existente.
• layouts/{id}/validate verifica tres cosas contra el repertorio: compatibilidad gráfico ↔ forma, la regla dura de banda, y que la métrica pueda alcanzar los mínimos del gráfico en el grano que declara.
• Un layout con un gráfico incompatible no publica, y el error dice cuál panel y por qué.",pendiente,si,,equipo:backend fase:4 estado:pendiente nueva
B5.1,Backend · Fase 5 — Multi-dashboard y pulido,Backend,5,Multi-dashboard y pulido,Varios layouts por tenant,"Un tenant puede tener más de un dashboard publicado — «Operaciones», «Marca», «Ejecutivo»— cada uno con sus pestañas.","• Cada layout versiona por separado: publicar «Marca» no toca «Operaciones».
• /config/me devuelve layouts solo cuando el usuario tiene más de uno asignado; con uno, el campo no viaja.",pendiente,no,,equipo:backend fase:5 estado:pendiente bloqueada
B5.2,Backend · Fase 5 — Multi-dashboard y pulido,Backend,5,Multi-dashboard y pulido,"Asignar layout por rol, o dejar elegir si el usuario tiene varios",,"• El superadmin asigna qué layout ve cada rol.
• GET /config/tabs/{tabId}?layoutId= resuelve contra el layout pedido, y verifica que ese layout esté asignado al rol del token: si no, 404.",pendiente,no,,equipo:backend fase:5 estado:pendiente
B5.3,Backend · Fase 5 — Multi-dashboard y pulido,Backend,5,Multi-dashboard y pulido,Formas v1.1 cuando haya datos,"categoricaComparada, perfilMultiatributo, matriz, grafo y flujo.","• Se activan cuando exista el dato, no antes. Construir contra formas que ningún endpoint devuelve es escribir a ciegas.
• Cada una entra con su regla mínima declarada, igual que las once actuales.",pendiente,no,,equipo:backend fase:5 estado:pendiente
B5.4,Backend · Fase 5 — Multi-dashboard y pulido,Backend,5,Multi-dashboard y pulido,Endpoint de drill-down bajo demanda,"Desagregación de un panel por las dimensiones que declara su métrica, contra Snowflake en vivo — la misma figura que el chat. Estado: diferida (D3). No se descarta ni se planifica todavía; entra cuando el backend llegue a ese tramo. El contrato ya cubre la superficie que la consume, así que lo que falta es el servicio, no el diseño.","• Las dimensiones disponibles salen del catálogo de la métrica, no de una lista aparte.
• Con timeout y tope de filas declarados, igual que el chat.",diferida,no,,equipo:backend fase:5 estado:diferida
B5.5,Backend · Fase 5 — Multi-dashboard y pulido,Backend,5,Multi-dashboard y pulido,Auditoría de publicaciones de layout,,"• Queda registrado quién publicó, cuándo y qué cambió respecto de la versión anterior. Consultable desde admin.",pendiente,no,,equipo:backend fase:5 estado:pendiente
B5.6,Backend · Fase 5 — Multi-dashboard y pulido,Backend,5,Multi-dashboard y pulido,Tests de integración por endpoint de consola,,"• Cada endpoint tiene un test que verifica el envelope, el 401 sin token y el filtrado por rol.",pendiente,no,,equipo:backend fase:5 estado:pendiente
B5.7,Backend · Fase 5 — Multi-dashboard y pulido,Backend,5,Multi-dashboard y pulido,Tests del job de materialización con fixtures de Snowflake,,"• El job se prueba sin tocar Snowflake, contra respuestas fijas.
• Se cubre el camino de fallo: una métrica que falla deja BLOQUEADO con razón y no aborta el resto del job.",pendiente,no,,equipo:backend fase:5 estado:pendiente
F0.1,Front · Fase 0 — Fundamentos,Front,0,Fundamentos,Estructura de carpetas según §4,"app/, api/, tokens/, catalog/, render/, surfaces/. Se retiraron components/, features/, pages/, services/, types/, hooks/ y styles/ del andamio, que §4 reemplaza.","• El árbol coincide con §4; docs/FOLDER_STRUCTURE.md lo documenta.
• Cada subcarpeta de render/ lleva un README con su contrato.
• .cursorrules quedó reconciliado: su tabla de capas ya no contradice §4.",hecho,no,,equipo:front fase:0 estado:hecho
F0.2,Front · Fase 0 — Fundamentos,Front,0,Fundamentos,React 19 + TypeScript strict,«Strict sin excepciones» no es solo strict: true: el sistema descansa en uniones discriminadas y hay cuatro flags fuera de strict que las sostienen.,"• noUncheckedIndexedAccess, exactOptionalPropertyTypes, noImplicitOverride e isolatedModules activos. Sin el primero, panels[0] miente sobre existir.
• Cero any en props. npx tsc -b en verde.",hecho,no,,equipo:front fase:0 estado:hecho
F0.3,Front · Fase 0 — Fundamentos,Front,0,Fundamentos,TanStack Query,,"• QueryClientProvider en app/providers/AppProviders.tsx.
• Defaults declarados y justificados: refetchOnWindowFocus: false porque una consola de datos vive en una pestaña abierta todo el día y revalidar al volver al foco pedía el batch entero cada vez que alguien cambiaba de ventana.",hecho,no,,equipo:front fase:0 estado:hecho
F0.4,Front · Fase 0 — Fundamentos,Front,0,Fundamentos,"React Router: /, /admin/, /builder/","Guard de sesión y almacenamiento del token, hechos. Faltaba la pantalla de login y el POST, que no existían en el contrato.","• ✅ AuthGuard verifica que haya token, no qué permite: los permisos los aplica el backend.
• ✅ El front no decodifica el JWT: recibe todo resuelto en /config/me.
• ✅ Pantalla de login que consume el servicio de acceso y redirige al from.
• ✅ Un 401 de cualquier endpoint limpia la sesión y vuelve al login.
• password_updated: false no bloquea nada, y debería. Es F0.13. Se anotó como decisión de producto pendiente y no lo es: el OpenAPI del servicio lo declara —«si user.password_updated es false el front debe mostrar un modal bloqueante»—. El servicio entrega el token a propósito; el bloqueo es nuestro.
• El usuario que devuelve el login NO se guarda. Trae nombre, rol y tenant, y es tentador usarlo para pintar el navbar sin esperar a /config/me. Sería una segunda fuente de verdad que se desincroniza en cuanto alguien cambie de rol. Hay una prueba que lo fija.",hecho,no,,equipo:front fase:0 estado:hecho
F0.5,Front · Fase 0 — Fundamentos,Front,0,Fundamentos,Auth guard,"Guard de sesión y almacenamiento del token, hechos. Faltaba la pantalla de login y el POST, que no existían en el contrato.","• ✅ AuthGuard verifica que haya token, no qué permite: los permisos los aplica el backend.
• ✅ El front no decodifica el JWT: recibe todo resuelto en /config/me.
• ✅ Pantalla de login que consume el servicio de acceso y redirige al from.
• ✅ Un 401 de cualquier endpoint limpia la sesión y vuelve al login.
• password_updated: false no bloquea nada, y debería. Es F0.13. Se anotó como decisión de producto pendiente y no lo es: el OpenAPI del servicio lo declara —«si user.password_updated es false el front debe mostrar un modal bloqueante»—. El servicio entrega el token a propósito; el bloqueo es nuestro.
• El usuario que devuelve el login NO se guarda. Trae nombre, rol y tenant, y es tentador usarlo para pintar el navbar sin esperar a /config/me. Sería una segunda fuente de verdad que se desincroniza en cuanto alguien cambie de rol. Hay una prueba que lo fija.",hecho,no,,equipo:front fase:0 estado:hecho
F0.16,Front · Fase 0 — Fundamentos,Front,0,Fundamentos,Solicitar acceso,"Sale de docs/access-request-registration-frontend-integration.md del servicio. Con esto el flujo de acceso queda consumido entero: login, token-info, cambio de contraseña, recuperación y solicitud. No crea una cuenta: abre una solicitud que un admin aprueba. La pantalla lo dice; prometer «ya podés entrar» dejaría a alguien probando credenciales que no existen.","• Los ocho campos del contrato, con el correo normalizado.
• No manda tenant_id — el documento del servicio lo quitó: «el tenant se asigna más adelante, en el panel admin, al aprobar».
• Los dos consentimientos son required: el servicio rechaza con 400 si llegan en false, así que declararlo evita un viaje que ya se sabe cómo termina.
• La solicitud creada que devuelve el 201 no se pinta.",hecho,si,,equipo:front fase:0 estado:hecho nueva
F0.15,Front · Fase 0 — Fundamentos,Front,0,Fundamentos,Recuperar contraseña,"Sale de docs/password-reset-frontend-integration.md del servicio de acceso —607 líneas—, que la auditoría del 2026-09-08 encontró sin tarea. Decidido que va: el servicio ya la soporta y no depende de nadie. No es un enlace de reseteo. POST /password-reset-requests crea una solicitud en la misma cola que los registros, y un admin tiene que aprobarla. La pantalla no puede prometer «revisá tu correo», porque no llega ningún correo con un enlace.","• Registrado y no registrado dan exactamente la misma pantalla. El servicio responde 201 con el mismo message en los dos casos y solo agrega request cuando el correo existe; si la pantalla mostrara esa diferencia, el formulario se volvería un verificador de correos.
• El mensaje sale del servicio · §8.
• El 409 —ya hay una solicitud pendiente— se muestra y se puede reintentar.
• El correo se normaliza antes de mandarlo.",hecho,si,,equipo:front fase:0 estado:hecho nueva
F0.13,Front · Fase 0 — Fundamentos,Front,0,Fundamentos,Modal bloqueante de cambio de contraseña,"El OpenAPI de synapse-api-go lo declara en /auth/login: «si user.password_updated es false el front debe mostrar un modal bloqueante solicitando cambio de contraseña antes de acceder a la app». El servicio entrega un token válido igual —a propósito—, así que el bloqueo es del front. No está bloqueada por nadie. POST /auth/change-password existe, está en el spec, y el campo llega en la respuesta del login.","• Con password_updated: false no se llega a la consola, ni escribiendo la URL: el bloqueo va donde ya está la decisión de sesión, no en la pantalla de login.
• El cambio consume POST /auth/change-password, que devuelve el usuario con password_updated: true.
• El mensaje sale del servicio · §8. La política de contraseña la valida él —password_policy está en su repositorio—, así que el front no la reimplementa.",hecho,si,,equipo:front fase:0 estado:hecho nueva
F0.14,Front · Fase 0 — Fundamentos,Front,0,Fundamentos,Generar los tipos del servicio de acceso desde SU OpenAPI,"api/auth.ts tiene los tipos escritos a mano, leídos de las estructuras de Go. El servicio publica un OpenAPI de 1.796 líneas —embebido en el binario, servido en /docs/openapi.yaml— así que hay un contrato y no lo estamos usando. Es la misma regla que ya sostiene gen:api para la consola: «todo lo que viaja por la red sale de generated.ts». Un tipo escrito a mano desde una implementación es exactamente el fixture escrito de memoria que la Fase 5 nos enseñó a no hacer — y ya costó una: el spec declaraba lo del modal bloqueante y nosotros lo anotamos como decisión pendiente.","• Los tipos de api/auth.ts salen de un generador, no de la lectura de structs.
• Hay un chequeo de deriva, como contract-drift: si el servicio cambia su spec y nadie regenera, la puerta lo dice.
• Queda decidido de dónde se lee el spec: una copia versionada acá, como design/, o un fetch contra el servicio. Lo segundo es más fresco y hace la puerta dependiente de la red.",hecho,si,,equipo:front fase:0 estado:hecho nueva
F0.6,Front · Fase 0 — Fundamentos,Front,0,Fundamentos,Generar src/api/types.ts desde OpenAPI,,"• src/api/generated.ts son 2.034 líneas generadas del yaml, y api/types.ts solo les pone nombre.
• ✅ npm run gen:api corre desde el package.json (F0.10, cerrada por D4).",hecho,no,,equipo:front fase:0 estado:hecho
F0.7,Front · Fase 0 — Fundamentos,Front,0,Fundamentos,Reutilizar los tokens del v2,,"• Los tokens en @theme static, con el espacio de nombres de Tailwind: --color-panel → bg-panel, --radius-xl → rounded-xl, --spacing: 4px para que p-6 sean los 24px de padding de panel.
• static no es opcional. Sin él Tailwind poda toda variable que ninguna utilidad mencione por escrito, y las rampas de familia se arman en runtime. Medido: sobrevivían 6 de 43, y el tema oscuro se quedaba sin colores de datos mientras el claro los conservaba.
• Las tres tipografías autohospedadas; el switcher de tema es un atributo.",hecho,no,,equipo:front fase:0 estado:hecho
F0.8,Front · Fase 0 — Fundamentos,Front,0,Fundamentos,Sacar mocks y defaults del bundle,,"• ✅ Cumplido por construcción: synapse-tenants.js, synapse-data.js, api/mock/ y los defaults ua_mx/ceo nunca entraron.",hecho,no,,equipo:front fase:0 estado:hecho
F0.9,Front · Fase 0 — Fundamentos,Front,0,Fundamentos,Runner de pruebas,"tareas-front-back.md exige en F5.5–F5.9 y en el checklist por componente «al menos una prueba de render mínimo», y no tiene una tarea que configure el runner. Sin esto la Definition of Done es inejecutable desde la Fase 1.","• ✅ vitest + @testing-library/react + jsdom instalados y npm test corre.
• ✅ msw instalado: los contenedores se prueban con HTTP mockeado, no con fixtures JS importados — importar un fixture desde una superficie es el anti-patrón que §4 declara.
• ✅ npm test está en la puerta junto a lint y build.",hecho,si,,equipo:front fase:0 estado:hecho nueva
F0.10,Front · Fase 0 — Fundamentos,Front,0,Fundamentos,Bajar a TypeScript 5.9 para que la generación funcione,"El andamio pinaba typescript@~6.0.2 y openapi-typescript@7 declara peer ^5.x. Como §4 exige que api/types.ts se genere desde OpenAPI, la cadena de generación manda sobre la versión del compilador (D4).","• npm install corre sin --legacy-peer-deps.
• npm run gen:api regenera src/api/generated.ts desde el package.json.
• Se quitó ignoreDeprecations: ""6.0"" del tsconfig.app.json, que solo existe en TS 6. tsc -b, build y lint siguen en verde con las cuatro flags estrictas puestas.",hecho,si,,equipo:front fase:0 estado:hecho nueva
F0.11,Front · Fase 0 — Fundamentos,Front,0,Fundamentos,Portar la puerta de calidad,"make verify de v2 con sus chequeos, adaptados al stack nuevo. nuevo-desarrollo.md no la menciona porque es de nuestro lado, no del desarrollador del backend (D5). No es opcional si se quiere evitar el fallo del 2026-08-20: 184 pruebas verdes sobre una implementación que violaba §3.1 de tres formas distintas.","• ✅ design-lint reapuntado a Tailwind: las 15 reglas verifican utilidades de token en vez de .module.css. Un hex literal en JSX o en CSS falla.
• ✅ spec-anclas porta sus anclas: cada regla numérica de design.md con su cita textual, el marcador §ANCLA:<id> en el archivo que la implementa, y su aserción. La aserción se escribe desde la cita, no mirando el código.
• ✅ contract-drift: src/api/generated.ts == contracts/synapse-api.yaml.
• ✅ token-drift: src/tokens/tokens.css == variables del .pen.
• ✅ Cada chequeo sale con 0 conforme, 1 violación, 2 bloqueado — y un bloqueado se cuenta aparte, en tools/gate.py, que es npm run verify.
• design-lint corre 13 de 15 reglas: L2 y L6 tienen el ámbito vacío —render/bodies/ y render/plots/ no existen hasta F1.13— y una regla que no miró un solo archivo no informa nada. Declararlas conformes sería exactamente la mentira que la convención del 2 existe para impedir.
• spec-anclas ancla 6 de 9 reglas. Las otras tres están citadas y sin implementar: RESP-2 y RESP-3 las cierra F1.30, TIPO-1 la cierra F1.13c. Se declaran igual, porque una regla que no está escrita en ningún lado no la reclama nadie.",hecho,si,,equipo:front fase:0 estado:hecho nueva
